(0.7, -22.2)
33.48939
(0.5, -22.1)
157.4894
(0.5, -21.0)
279.6917
(0.6, -17.4)
34.34344
(0.6, -16.9)
148.9952
(0.7, -16.9)
201.0403
(0.5, -16.4)
76.10142
(0.8, -17.4)
189.1008
(0.9, -17.8)
266.6291
(0.2, -15.1)
142.0498
(0.4, -16.1)
258.6897
(0.4, -16.4)
314.3751
(1.2, -12.0)
60.61761
(1.3, -11.5)
2.67456
(1.4, -9.1)
151.3001
(1.3, -9.0)
104.0642
