(1.1, -22.7)
318.4735
(0.6, -22.1)
89.4894
(1.6, -22.1)
43.60652
(1.7, -21.0)
275.6795
(1.4, -20.0)
235.463
(1.3, -18.9)
199.463
(1.3, -17.8)
175.463
(1.2, -16.6)
151.463
(1.2, -15.5)
131.463
(1.2, -14.4)
111.463
(1.2, -13.3)
87.46304
(1.2, -12.2)
51.46304
(1.1, -11.2)
335.463
(1.1, -11.1)
195.463
(2.0, -10.5)
149.5802
(1.7, -9.6)
31.34892
(1.2, -10.1)
335.1325
(1.0, -9.1)
21.01537
(0.8, -8.1)
71.04008
(0.6, -7.0)
129.431
(0.4, -6.0)
199.382
(0.1, -5.1)
69.52987
