(1.1, -22.7)
318.4735
(0.5, -22.1)
189.4894
(0.3, -21.1)
235.3723
(0.2, -20.1)
285.397
(0.0, -19.1)
343.788
(-0.2, -18.1)
53.73888
(-0.4, -17.2)
227.8868
(0.1, -16.2)
182.0039
(0.5, -15.3)
131.9792
(0.1, -14.3)
42.92004
(0.5, -13.4)
85.18884
(0.9, -12.5)
151.4941
(0.2, -11.7)
107.1614
(-0.1, -11.8)
340.476
(-0.4, -10.7)
25.09854
(-0.7, -9.7)
73.44274
(-1.0, -8.7)
129.313
(-1.3, -7.7)
195.4828
