(1.1, -22.7)
323.3193
(0.5, -22.3)
213.4894
(-0.1, -21.3)
269.9958
(-0.7, -20.4)
335.9525
(-1.3, -19.5)
48.827
(-1.9, -18.7)
155.8868
(-2.2, -19.7)
219.8867
(-2.2, -19.8)
239.8867
(-1.9, -18.6)
183.3804
(-1.6, -17.6)
126.0073
(-1.4, -16.6)
57.40444
(-1.1, -15.6)
325.4893
(-1.1, -15.4)
289.4894
(-0.4, -14.5)
232.983
(0.2, -13.6)
175.6099
(0.7, -12.7)
107.007
(1.3, -11.9)
19.09197
(1.7, -12.2)
39.09199
(1.7, -11.0)
95.59839
(1.6, -10.0)
152.9715
