(0.0, -20.4)
273.4224
(-0.7, -19.7)
304.1698
(-1.2, -19.3)
332.4565
(-1.4, -19.1)
354.2915
(-1.6, -19.0)
18.56673
(-1.7, -18.9)
40.89917
(-1.8, -18.9)
61.44425
(-1.9, -18.9)
80.34505
(-1.9, -19.0)
94.93492
(-1.9, -19.0)
111.1554
(-1.9, -19.0)
123.6762
(-1.9, -19.0)
128.4459
(-0.2, -17.8)
65.77893
(0.8, -17.0)
8.127418
(1.4, -16.6)
323.6252
(1.8, -16.3)
274.1494
(2.1, -16.1)
228.6333
(2.2, -15.9)
186.6906
(1.8, -15.6)
140.4397
(1.3, -15.1)
70.84167
(1.0, -14.8)
6.813867
(0.7, -14.6)
307.9104
(0.6, -14.5)
253.7212
(0.5, -14.5)
211.8916
(0.5, -14.5)
165.387
(0.4, -14.5)
122.6044
(0.4, -14.5)
83.24583
(0.4, -14.6)
47.03725
(0.4, -14.6)
19.08714
(0.4, -14.7)
348.0134
(0.4, -14.7)
319.4265
(0.4, -14.7)
314.8896
(-0.5, -14.1)
355.7016
(-0.3, -13.9)
16.52997
(-0.1, -13.8)
39.686
(0.1, -13.7)
60.98882
(0.1, -13.6)
80.58671
(0.2, -13.7)
98.61617
(0.2, -13.7)
112.5334
(0.2, -13.7)
128.0059
(0.2, -13.8)
142.2402
(0.2, -13.8)
155.3353
(0.3, -13.9)
167.3824
(0.3, -13.9)
176.6817
(0.3, -14.0)
187.0203
(0.3, -14.0)
196.5314
(0.3, -14.1)
205.2815
(0.3, -14.1)
213.3311
(0.3, -14.2)
219.5448
(0.3, -14.2)
219.5448
(1.0, -14.6)
221.3059
(1.0, -14.7)
233.4419
(1.6, -17.0)
170.775
(1.7, -17.2)
160.8294
(0.5, -17.3)
213.4114
