(0.9, -22.8)
308.3277
(0.3, -22.2)
213.4894
(-0.3, -21.3)
259.3723
(-0.9, -20.5)
309.397
(-1.4, -19.6)
7.787956
(-2.0, -18.8)
77.73886
(-1.3, -18.1)
182.5351
(-1.1, -17.9)
230.5351
(-0.7, -17.0)
184.6522
(-0.3, -16.1)
134.6275
(0.3, -15.2)
157.0181
(1.0, -14.8)
343.5957
(0.6, -13.8)
29.47861
(0.3, -12.8)
79.50331
(-0.1, -11.8)
137.8943
(-0.4, -10.8)
207.8452
(-0.8, -9.9)
13.99311
