(2.1, -23.6)
240
(1.3, -22.9)
296.5064
(0.5, -22.1)
353.8794
(-0.4, -21.6)
55.75492
(-1.3, -21.1)
133.6048
(-1.9, -20.9)
226.3973
(-1.5, -19.9)
180.5145
(-1.0, -19.0)
130.4898
(-0.6, -18.1)
72.09879
(-0.1, -17.2)
2.147873
(0.5, -16.9)
356
(0.0, -16.0)
41.88287
(-0.6, -15.1)
91.90757
(-1.2, -14.2)
150.2986
(-1.7, -13.3)
220.2495
(-1.9, -12.3)
357.8573
(-1.1, -11.7)
217.9211
