(0.9, -22.8)
308.3277
(0.3, -22.1)
177.4894
(0.3, -21.1)
131.6065
(0.4, -20.1)
81.58181
(0.4, -19.0)
23.19083
(0.5, -18.0)
313.2399
(0.1, -17.1)
210.1459
(0.1, -16.0)
204.617
(1.0, -15.5)
328.4807
(0.3, -14.8)
236.4232
(0.0, -15.0)
270.8618
(-0.3, -14.0)
316.1187
(-0.9, -13.2)
307.5696
(-1.7, -13.0)
303.2452
(-1.4, -12.0)
256.7364
(-2.0, -11.2)
160.1845
(-1.5, -10.3)
201.3502
(-2.2, -9.6)
107.6351
(-1.4, -9.0)
219.2236
(-1.1, -9.4)
27.94325
(-1.0, -8.3)
341.4701
(-0.9, -7.3)
290.6583
(-0.7, -6.2)
231.0867
