(1.1, -22.7)
318.4735
(0.5, -22.1)
157.4894
(0.9, -21.1)
111.6065
(1.3, -20.2)
61.58181
(1.7, -19.2)
10.78985
(1.9, -18.2)
328.4816
(2.1, -17.1)
287.9674
(2.0, -16.1)
237.9225
(1.6, -15.1)
180.8771
(1.4, -14.1)
144.3609
(1.3, -13.1)
108.3609
(1.2, -12.0)
72.3609
(1.1, -11.0)
8.360904
(1.1, -10.7)
248.3609
(1.1, -9.7)
202.478
(1.2, -8.7)
152.4533
(1.3, -7.6)
94.06232
(1.4, -6.6)
24.11142
(1.4, -5.9)
309.9635
(1.7, -4.9)
264.0806
(2.0, -3.9)
214.0559
(2.2, -2.9)
155.6649
